48285	Guideline Summary: ACR Appropriateness Criteria&reg; dementia and movement disorders. [American College of Radiology]	ACR Appropriateness Criteria&amp;reg; dementia and movement disorders	http://guideline.gov/content.aspx?f=rss&id=48285	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
47860	Guideline Summary: Clinical practice guideline on the comprehensive care of people with Alzheimer's disease and other dementias. [Agency for Health Quality and Assessment of Catalonia (AQuAS)]	Clinical practice guideline on the comprehensive care of people with Alzheimer\'s disease and other dementias	http://guideline.gov/content.aspx?f=rss&id=47860	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
47559	Guideline Summary: Appropriate use criteria for amyloid PET: a report of the Amyloid Imaging Task Force, the Society of Nuclear Medicine and Molecular Imaging, and the Alzheimer's Association. [Society of Nuclear Medicine and Molecular Imaging (SNMMI)]	Appropriate use criteria for amyloid PET: a report of the Amyloid Imaging Task Force, the Society of Nuclear Medicine and Molecular Imaging, and the Alzheimer\'s Association	http://guideline.gov/content.aspx?f=rss&id=47559	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
45525	Guideline Summary: Dementia in the long term care setting. [American Medical Directors Association]	Dementia in the long term care setting	http://guideline.gov/content.aspx?f=rss&id=45525	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
44984	Guideline Summary: Bathing persons with dementia. [University of Iowa College of Nursing, John A. Hartford Foundation Center of Geriatric Nursing Excellence]	Bathing persons with dementia	http://guideline.gov/content.aspx?f=rss&id=44984	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
43917	Guideline Summary: Assessing cognitive functioning. In: Evidence-based geriatric nursing protocols for best practice. [Hartford Institute for Geriatric Nursing]	Assessing cognitive functioning. In: Evidence-based geriatric nursing protocols for best practice	http://guideline.gov/content.aspx?f=rss&id=43917	C0154315	290.3	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia with delirium
43921	Guideline Summary: Recognition and management of dementia. In: Evidence-based geriatric nursing protocols for best practice. [Hartford Institute for Geriatric Nursing]	Recognition and management of dementia. In: Evidence-based geriatric nursing protocols for best practice	http://guideline.gov/content.aspx?f=rss&id=43921	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
43851	Guideline Summary: Preventive activities in older age. In: Guidelines for preventive activities in general practice, 8th edition. [Royal Australian College of General Practitioners]	Preventive activities in older age. In: Guidelines for preventive activities in general practice, 8th edition	http://guideline.gov/content.aspx?f=rss&id=43851	C0011268	290	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
43906	Guideline Summary: EFNS task force: the use of neuroimaging in the diagnosis of dementia. [European Academy of Neurology]	EFNS task force: the use of neuroimaging in the diagnosis of dementia	http://guideline.gov/content.aspx?f=rss&id=43906	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
39435	Guideline Summary: World Alzheimer report 2011: the benefits of early diagnosis and intervention. [Alzheimer's Disease International]	World Alzheimer report 2011: the benefits of early diagnosis and intervention	http://guideline.gov/content.aspx?f=rss&id=39435	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
39343	Guideline Summary: Functional screening for older adults in the community. [Singapore Ministry of Health]	Functional screening for older adults in the community	http://guideline.gov/content.aspx?f=rss&id=39343	C0011268	290	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
39405	Guideline Summary: Food and nutrition for older adults promoting health and wellness (FNOA). [Academy of Nutrition and Dietetics]	Food and nutrition for older adults promoting health and wellness (FNOA)	http://guideline.gov/content.aspx?f=rss&id=39405	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
39242	Guideline Summary: Genetic counseling and testing for Alzheimer disease: joint practice guidelines of the American College of Medical Genetics and the National Society of Genetic Counselors. [National Society of Genetic Counselors]	Genetic counseling and testing for Alzheimer disease: joint practice guidelines of the American College of Medical Genetics and the National Society of Genetic Counselors	http://guideline.gov/content.aspx?f=rss&id=39242	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
36906	Guideline Summary: Prevention of falls (acute care). Health care protocol. [Institute for Clinical Systems Improvement]	Prevention of falls (acute care). Health care protocol	http://guideline.gov/content.aspx?f=rss&id=36906	C0497327	290	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
35259	Guideline Summary: Practice guidelines for acute pain management in the perioperative setting. An updated report by the American Society of Anesthesiologists Task Force on Acute Pain Management. [American Society of Anesthesiologists]	Practice guidelines for acute pain management in the perioperative setting. An updated report by the American Society of Anesthesiologists Task Force on Acute Pain Management	http://guideline.gov/content.aspx?f=rss&id=35259	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
34447	Guideline Summary: Oral hygiene care for functionally dependent and cognitively impaired older adults. [University of Iowa College of Nursing, John A. Hartford Foundation Center of Geriatric Nursing Excellence]	Oral hygiene care for functionally dependent and cognitively impaired older adults	http://guideline.gov/content.aspx?f=rss&id=34447	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
34279	Guideline Summary: Donepezil, galantamine, rivastigmine and memantine for the treatment of Alzheimer's disease. [National Institute for Health and Care Excellence (NICE)]	Donepezil, galantamine, rivastigmine and memantine for the treatment of Alzheimer\'s disease	http://guideline.gov/content.aspx?f=rss&id=34279	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
34444	Guideline Summary: Clinical practice guideline for dementia. Part I: diagnosis &amp; evaluation. [Clinical Research Center for Dementia of South Korea]	Clinical practice guideline for dementia. Part I: diagnosis &amp;amp; evaluation	http://guideline.gov/content.aspx?f=rss&id=34444	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
32599	Guideline Summary: Dementia. Diagnosis and treatment. [Regione Toscana, Consiglio Sanitario Regionale]	Dementia. Diagnosis and treatment	http://guideline.gov/content.aspx?f=rss&id=32599	C0011268	290	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
34900	Guideline Summary: Late (complicated) Parkinson's disease. [European Academy of Neurology]	Late (complicated) Parkinson\'s disease	http://guideline.gov/content.aspx?f=rss&id=34900	C0497327	290	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
38471	Guideline Summary: EFNS guidelines for the diagnosis and management of Alzheimer's disease. [European Academy of Neurology]	EFNS guidelines for the diagnosis and management of Alzheimer\'s disease	http://guideline.gov/content.aspx?f=rss&id=38471	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
32418	Guideline Summary: (1) Caregiving strategies for older adults with delirium, dementia and depression. (2) Caregiving strategies for older adults with delirium, dementia and depression 2010 supplement. [Registered Nurses' Association of Ontario]	(1) Caregiving strategies for older adults with delirium, dementia and depression. (2) Caregiving strategies for older adults with delirium, dementia and depression 2010 supplement	http://guideline.gov/content.aspx?f=rss&id=32418	C0011268	290	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
32417	Guideline Summary: (1) Screening for delirium, dementia and depression in older adults. (2) Screening for delirium, dementia and depression in older adults 2010 supplement. [Registered Nurses' Association of Ontario]	(1) Screening for delirium, dementia and depression in older adults. (2) Screening for delirium, dementia and depression in older adults 2010 supplement	http://guideline.gov/content.aspx?f=rss&id=32417	C0011268	290	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Senile dementia, uncomplicated
25709	Guideline Summary: EFNS guidelines on the molecular diagnosis of channelopathies, epilepsies, migraine, stroke and dementias. [European Academy of Neurology]	EFNS guidelines on the molecular diagnosis of channelopathies, epilepsies, migraine, stroke and dementias	http://guideline.gov/content.aspx?f=rss&id=25709	C0002395	331	Alzheimer's_Disease/Alzheimer's_Disease_and_Related_Disorders_ or_Senile_Dementia	Alzheimer's disease
